Timestamp,Number of Worms (non-counted),Phosphorous01,Phosphorous02,Nitrogen01,Nitrogen02,Potassium01,Potassium02,Light Intensity,Temp01,Hum01,Heat01,SoilM01,SoilM02,Buzzer,pH Rod 1,pH Rod 2,Grams of Compost Harvested
"17 Apr 2024, 5:10 PM",25,165,170,172,165,143,152,53,27.4,98,42,1,1,,188.26,183.44,
"17 Apr 2024, 5:20 PM",25,166,164,170,164,143,152,53,27.7,98,43,1,1,,188.04,188.87,
"17 Apr 2024, 5:30 PM",25,160,163,170,164,143,154,53,27.4,98,42,1,1,,190.31,184.27,
"17 Apr 2024, 5:40 PM",25,170,165,170,164,143,152,53,27.6,98,42,1,1,,191.63,191.49,
"17 Apr 2024, 5:50 PM",25,165,167,170,164,145,152,53,27.4,98,42,1,1,,185.91,189.86,
"17 Apr 2024, 6:00 PM",25,161,160,170,164,158,152,53,27.4,98,42,1,1,,191.83,186.48,
"17 Apr 2024, 6:10 PM",25,170,163,171,165,150,152,53,27.4,98,42,1,1,,189.09,186.84,
"17 Apr 2024, 6:20 PM",25,165,168,172,164,153,152,54,27.4,98,45,1,1,,186.81,183.21,
"17 Apr 2024, 6:30 PM",25,165,168,173,164,158,152,53,27.4,98,42,1,1,,189.17,190.26,
"17 Apr 2024, 6:40 PM",25,170,168,170,164,153,152,51,27.5,98,42,1,1,,186.59,185.08,
"17 Apr 2024, 6:50 PM",25,161,163,170,164,158,152,53,27.4,98,42,1,1,,191.69,185.72,
