,hourly_interval,Soil - EC,Soil - Moisture,Soil - Nitrogen,Soil - PH,Soil - Phosphorus,Soil - Potassium,Soil - Temperature,feed
676,2024-07-23 09:00:00,147.89473684210526,1.0,0.0,4.873684210526316,28.0,20.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
677,2024-07-23 09:00:00,94.35,0.0,0.0,7.0,2.45,0.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
679,2024-07-23 09:00:00,84.42105263157895,0.0,0.0,6.557894736842105,4.0,0.0,30.239473684210523,"7.5g coffee grinds, 15g egg carton cardboard"
680,2024-07-23 09:10:00,147.45,1.0,0.0,4.8,28.0,20.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
681,2024-07-23 09:10:00,96.89473684210526,0.0,0.0,7.0,3.684210526315789,0.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
683,2024-07-23 09:10:00,89.16216216216216,0.0,0.0,6.929729729729729,4.324324324324325,0.0,30.28918918918919,"7.5g coffee grinds, 15g egg carton cardboard"
684,2024-07-23 09:20:00,147.0,1.0,0.0,4.8,28.0,20.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
685,2024-07-23 09:20:00,98.8,0.0,0.0,7.0,4.15,0.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
687,2024-07-23 09:20:00,83.92105263157895,0.0,0.0,6.623684210526315,3.9210526315789473,0.0,30.257894736842104,"7.5g coffee grinds, 15g egg carton cardboard"
688,2024-07-23 09:30:00,146.45,1.0,0.0,4.8,27.45,19.45,30.105,"7.5g coffee grinds, 15g egg carton cardboard"
689,2024-07-23 09:30:00,100.63157894736842,0.0,0.0,7.0,5.052631578947368,0.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
691,2024-07-23 09:30:00,86.3157894736842,0.0,0.0,6.831578947368421,3.736842105263158,0.0,30.27894736842105,"7.5g coffee grinds, 15g egg carton cardboard"
692,2024-07-23 09:40:00,146.05263157894737,1.0,0.0,4.878947368421053,27.05263157894737,19.05263157894737,30.14210526315789,"7.5g coffee grinds, 15g egg carton cardboard"
693,2024-07-23 09:40:00,102.3157894736842,0.0,0.0,7.0,5.894736842105263,0.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
695,2024-07-23 09:40:00,84.10810810810811,0.0,0.0,6.648648648648648,3.6216216216216215,0.0,30.281081081081084,"7.5g coffee grinds, 15g egg carton cardboard"
696,2024-07-23 09:50:00,146.6,1.0,0.0,4.9,27.6,19.6,30.160000000000004,"7.5g coffee grinds, 15g egg carton cardboard"
697,2024-07-23 09:50:00,103.75,0.0,0.0,7.040000000000001,6.75,0.0,30.335,"7.5g coffee grinds, 15g egg carton cardboard"
699,2024-07-23 09:50:00,83.5,0.0,0.0,6.605263157894737,3.5,0.0,30.265789473684208,"7.5g coffee grinds, 15g egg carton cardboard"
700,2024-07-23 10:00:00,146.21052631578948,1.0,0.0,4.9,27.26315789473684,19.26315789473684,30.194736842105264,"7.5g coffee grinds, 15g egg carton cardboard"
701,2024-07-23 10:00:00,105.05263157894736,0.0,0.0,7.1000000000000005,7.105263157894737,0.0,30.31578947368421,"7.5g coffee grinds, 15g egg carton cardboard"
703,2024-07-23 10:00:00,84.05128205128206,0.0,0.0,6.628205128205129,3.58974358974359,0.0,30.289743589743587,"7.5g coffee grinds, 15g egg carton cardboard"
704,2024-07-23 10:10:00,145.42105263157896,1.0,0.0,4.9,27.0,19.0,30.194736842105264,"7.5g coffee grinds, 15g egg carton cardboard"
705,2024-07-23 10:10:00,106.25,0.0,0.0,7.1,8.0,0.0,30.380000000000003,"7.5g coffee grinds, 15g egg carton cardboard"
707,2024-07-23 10:10:00,83.5,0.0,0.0,6.58421052631579,3.5,0.0,30.27368421052632,"7.5g coffee grinds, 15g egg carton cardboard"
708,2024-07-23 10:20:00,141.1,1.0,0.0,4.94,25.05,17.05,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
709,2024-07-23 10:20:00,107.21052631578948,0.0,0.0,7.1000000000000005,8.210526315789474,0.2105263157894736,30.36842105263158,"7.5g coffee grinds, 15g egg carton cardboard"
711,2024-07-23 10:20:00,85.64102564102564,0.0,0.0,6.741025641025642,3.58974358974359,0.0,30.30512820512821,"7.5g coffee grinds, 15g egg carton cardboard"
712,2024-07-23 10:30:00,140.8421052631579,1.0,0.0,5.0,24.84210526315789,16.842105263157894,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
713,2024-07-23 10:30:00,108.1,0.0,0.0,7.105,8.95,0.95,30.37,"7.5g coffee grinds, 15g egg carton cardboard"
715,2024-07-23 10:30:00,83.6842105263158,0.0,0.0,6.555263157894737,3.5,0.0,30.292105263157893,"7.5g coffee grinds, 15g egg carton cardboard"
716,2024-07-23 10:40:00,140.4,1.0,0.0,5.065,24.4,16.4,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
717,2024-07-23 10:40:00,108.78947368421052,0.0,0.0,7.2,9.0,1.0,30.37368421052632,"7.5g coffee grinds, 15g egg carton cardboard"
719,2024-07-23 10:40:00,84.07692307692308,0.0,0.0,6.571794871794872,3.58974358974359,0.0,30.32307692307692,"7.5g coffee grinds, 15g egg carton cardboard"
720,2024-07-23 10:50:00,140.0,1.0,0.0,5.047368421052632,24.0,16.0,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
721,2024-07-23 10:50:00,109.7,0.0,0.0,7.2,9.7,1.7,30.365,"7.5g coffee grinds, 15g egg carton cardboard"
723,2024-07-23 10:50:00,83.5,0.0,0.0,6.55,3.5,0.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
724,2024-07-23 11:00:00,140.0,1.0,0.0,5.16,24.0,16.0,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
725,2024-07-23 11:00:00,110.3157894736842,0.0,0.0,7.2,10.0,2.0,30.347368421052632,"7.5g coffee grinds, 15g egg carton cardboard"
727,2024-07-23 11:00:00,84.05128205128206,0.0,0.0,6.574358974358975,3.58974358974359,0.0,30.312820512820515,"7.5g coffee grinds, 15g egg carton cardboard"
728,2024-07-23 11:10:00,140.0,1.0,0.0,5.2,24.0,16.0,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
729,2024-07-23 11:10:00,111.05,0.0,0.0,7.2,10.05,2.05,30.305,"7.5g coffee grinds, 15g egg carton cardboard"
731,2024-07-23 11:10:00,88.13888888888889,0.0,0.0,6.913888888888889,3.6944444444444446,0.0,30.325000000000003,"7.5g coffee grinds, 15g egg carton cardboard"
732,2024-07-23 11:20:00,140.0,1.0,0.0,5.19,24.0,16.0,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
733,2024-07-23 11:20:00,111.26315789473684,0.0,0.0,7.2,10.263157894736842,2.263157894736842,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
735,2024-07-23 11:20:00,84.05128205128206,0.0,0.0,6.561538461538461,3.58974358974359,0.0,30.310256410256407,"7.5g coffee grinds, 15g egg carton cardboard"
736,2024-07-23 11:30:00,140.0,1.0,0.0,5.2,24.0,16.0,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
737,2024-07-23 11:30:00,112.0,0.0,0.0,7.2,11.0,3.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
739,2024-07-23 11:30:00,93.34375,0.0,0.0,7.221875000000001,4.15625,0.0,30.35625,"7.5g coffee grinds, 15g egg carton cardboard"
740,2024-07-23 11:40:00,139.55,1.0,0.0,5.255000000000001,24.0,16.0,30.195,"7.5g coffee grinds, 15g egg carton cardboard"
741,2024-07-23 11:40:00,112.42105263157896,0.0,0.0,7.2,11.0,3.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
743,2024-07-23 11:40:00,105.0,0.0,0.0,7.3,7.0,0.0,30.65,"7.5g coffee grinds, 15g egg carton cardboard"
744,2024-07-23 11:50:00,139.16666666666666,1.0,0.0,5.205555555555556,24.0,16.0,30.15555555555555,"7.5g coffee grinds, 15g egg carton cardboard"
745,2024-07-23 11:50:00,112.9,0.0,0.0,7.2,11.0,3.0,30.295,"7.5g coffee grinds, 15g egg carton cardboard"
747,2024-07-23 11:50:00,105.0,0.0,0.0,7.300000000000001,7.0,0.0,30.600000000000005,"7.5g coffee grinds, 15g egg carton cardboard"
748,2024-07-23 12:00:00,139.05263157894737,1.0,0.0,5.2,24.0,16.0,30.126315789473683,"7.5g coffee grinds, 15g egg carton cardboard"
749,2024-07-23 12:00:00,113.05263157894736,0.0,0.0,7.2,11.052631578947368,3.0526315789473686,30.289473684210527,"7.5g coffee grinds, 15g egg carton cardboard"
751,2024-07-23 12:00:00,107.71428571428572,0.0,0.0,7.133333333333333,8.333333333333334,1.238095238095238,30.53809523809524,"7.5g coffee grinds, 15g egg carton cardboard"
752,2024-07-23 12:10:00,139.0,1.0,0.0,5.2,24.0,16.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
753,2024-07-23 12:10:00,113.33333333333331,0.0,0.0,7.2,11.333333333333334,3.333333333333333,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
755,2024-07-23 12:10:00,111.04545454545456,0.0,0.0,7.122727272727272,9.954545454545457,2.863636363636364,30.53636363636364,"7.5g coffee grinds, 15g egg carton cardboard"
756,2024-07-23 12:20:00,139.0,1.0,0.0,5.273684210526316,24.0,16.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
758,2024-07-23 12:20:00,105.0,0.0,0.0,7.2,7.0,0.0,30.57894736842105,"7.5g coffee grinds, 15g egg carton cardboard"
759,2024-07-23 12:30:00,139.0,1.0,0.0,5.275,24.0,16.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
761,2024-07-23 12:30:00,105.0,0.0,0.0,7.2,7.0,0.0,30.535000000000004,"7.5g coffee grinds, 15g egg carton cardboard"
762,2024-07-23 12:40:00,139.0,1.0,0.0,5.294736842105263,24.0,16.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
764,2024-07-23 12:40:00,105.0,0.0,0.0,7.2,7.0,0.0,30.515789473684208,"7.5g coffee grinds, 15g egg carton cardboard"
765,2024-07-23 12:50:00,138.95,1.0,0.0,5.3,23.95,15.95,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
766,2024-07-23 12:50:00,114.21052631578948,0.0,174.47368421052633,7.257894736842106,203.8421052631579,229.6315789473684,37.83684210526316,"7.5g coffee grinds, 15g egg carton cardboard"
768,2024-07-23 12:50:00,104.75,0.0,0.0,7.225,7.0,0.0,30.5,"7.5g coffee grinds, 15g egg carton cardboard"
769,2024-07-23 13:00:00,138.6315789473684,1.0,0.0,5.3,23.63157894736842,15.63157894736842,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
770,2024-07-23 13:00:00,115.42105263157896,0.0,0.0,7.363157894736842,12.421052631578949,4.421052631578948,30.08421052631579,"7.5g coffee grinds, 15g egg carton cardboard"
772,2024-07-23 13:00:00,104.57894736842104,0.0,0.0,7.2,7.0,0.0,30.489473684210523,"7.5g coffee grinds, 15g egg carton cardboard"
773,2024-07-23 13:10:00,138.4,1.0,0.0,5.3,23.4,15.4,30.03,"7.5g coffee grinds, 15g egg carton cardboard"
774,2024-07-23 13:10:00,115.7,0.0,0.0,7.3,12.7,4.7,30.04,"7.5g coffee grinds, 15g egg carton cardboard"
776,2024-07-23 13:10:00,104.5,0.0,0.0,7.2,7.0,0.0,30.44,"7.5g coffee grinds, 15g egg carton cardboard"
777,2024-07-23 13:20:00,138.0,1.0,0.0,5.3,23.0,15.0,30.015789473684208,"7.5g coffee grinds, 15g egg carton cardboard"
778,2024-07-23 13:20:00,116.0,0.0,0.0,7.3,13.0,5.0,30.021052631578947,"7.5g coffee grinds, 15g egg carton cardboard"
780,2024-07-23 13:20:00,104.21052631578948,0.0,0.0,7.147368421052632,7.0,0.0,30.4,"7.5g coffee grinds, 15g egg carton cardboard"
781,2024-07-23 13:30:00,138.0,1.0,0.0,5.32,23.0,15.0,30.0,"7.5g coffee grinds, 15g egg carton cardboard"
782,2024-07-23 13:30:00,116.05,0.0,0.0,7.3,13.0,5.0,30.0,"7.5g coffee grinds, 15g egg carton cardboard"
784,2024-07-23 13:30:00,104.15,0.0,0.0,7.1,7.0,0.0,30.4,"7.5g coffee grinds, 15g egg carton cardboard"
785,2024-07-23 13:40:00,138.0,1.0,0.0,5.4526315789473685,23.0,15.0,29.989473684210523,"7.5g coffee grinds, 15g egg carton cardboard"
786,2024-07-23 13:40:00,116.21052631578948,0.0,0.0,7.3,13.0,5.0,30.0,"7.5g coffee grinds, 15g egg carton cardboard"
788,2024-07-23 13:40:00,104.0,0.0,0.0,7.1000000000000005,7.0,0.0,30.4,"7.5g coffee grinds, 15g egg carton cardboard"
789,2024-07-23 13:50:00,138.0,1.0,0.0,5.568421052631579,23.0,15.0,29.94210526315789,"7.5g coffee grinds, 15g egg carton cardboard"
790,2024-07-23 13:50:00,116.21052631578948,0.0,0.0,7.3,13.0,5.0,29.989473684210523,"7.5g coffee grinds, 15g egg carton cardboard"
792,2024-07-23 13:50:00,104.0,0.0,0.0,7.1000000000000005,7.0,0.0,30.37894736842105,"7.5g coffee grinds, 15g egg carton cardboard"
793,2024-07-23 14:00:00,138.0,1.0,0.0,5.415000000000001,23.0,15.0,29.9,"7.5g coffee grinds, 15g egg carton cardboard"
794,2024-07-23 14:00:00,116.85,0.0,0.0,7.3,13.0,5.0,29.975,"7.5g coffee grinds, 15g egg carton cardboard"
796,2024-07-23 14:00:00,104.1,0.0,0.0,7.1,7.0,0.0,30.325,"7.5g coffee grinds, 15g egg carton cardboard"
797,2024-07-23 14:10:00,138.0,1.0,0.0,5.4,23.0,15.0,29.9,"7.5g coffee grinds, 15g egg carton cardboard"
798,2024-07-23 14:10:00,116.94736842105264,0.0,0.0,7.3,13.0,5.0,29.92105263157895,"7.5g coffee grinds, 15g egg carton cardboard"
800,2024-07-23 14:10:00,104.26315789473684,0.0,0.0,7.078947368421052,7.0,0.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
801,2024-07-23 14:20:00,137.95,1.0,0.0,5.4,23.0,15.0,29.895,"7.5g coffee grinds, 15g egg carton cardboard"
802,2024-07-23 14:20:00,117.05,0.0,0.0,7.3,13.05,5.05,29.91,"7.5g coffee grinds, 15g egg carton cardboard"
804,2024-07-23 14:20:00,104.1,0.0,0.0,7.0,7.0,0.0,30.3,"7.5g coffee grinds, 15g egg carton cardboard"
805,2024-07-23 14:30:00,137.94736842105263,1.0,0.0,5.4,23.0,15.0,29.86842105263158,"7.5g coffee grinds, 15g egg carton cardboard"
806,2024-07-23 14:30:00,117.05263157894736,0.0,0.0,7.3,13.052631578947368,5.052631578947368,29.9,"7.5g coffee grinds, 15g egg carton cardboard"
808,2024-07-23 14:30:00,104.05263157894736,0.0,0.0,7.0,7.0,0.0,30.28421052631579,"7.5g coffee grinds, 15g egg carton cardboard"
809,2024-07-23 14:40:00,137.8,1.0,0.0,5.4,23.0,15.0,29.82,"7.5g coffee grinds, 15g egg carton cardboard"
810,2024-07-23 14:40:00,117.05,0.0,0.0,7.3,13.05,5.05,29.9,"7.5g coffee grinds, 15g egg carton cardboard"
812,2024-07-23 14:40:00,104.05,0.0,0.0,7.0,7.0,0.0,30.23,"7.5g coffee grinds, 15g egg carton cardboard"
813,2024-07-23 14:50:00,137.47368421052633,1.0,0.0,5.389473684210526,23.0,15.0,29.8,"7.5g coffee grinds, 15g egg carton cardboard"
814,2024-07-23 14:50:00,117.10526315789474,0.0,0.0,7.3,13.105263157894736,5.105263157894737,29.9,"7.5g coffee grinds, 15g egg carton cardboard"
816,2024-07-23 14:50:00,104.05263157894736,0.0,0.0,6.957894736842104,7.0,0.0,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
817,2024-07-23 15:00:00,137.05,1.0,0.0,5.3,23.0,15.0,29.8,"7.5g coffee grinds, 15g egg carton cardboard"
818,2024-07-23 15:00:00,117.35,0.0,0.0,7.3,13.35,5.35,29.885,"7.5g coffee grinds, 15g egg carton cardboard"
820,2024-07-23 15:00:00,104.0,0.0,0.0,6.9,7.0,0.0,30.2,"7.5g coffee grinds, 15g egg carton cardboard"
821,2024-07-23 15:10:00,137.0,1.0,0.0,5.3,23.0,15.0,29.8,"7.5g coffee grinds, 15g egg carton cardboard"
822,2024-07-23 15:10:00,117.63157894736842,0.0,0.0,7.3,13.63157894736842,5.631578947368421,29.84210526315789,"7.5g coffee grinds, 15g egg carton cardboard"
824,2024-07-23 15:10:00,104.0,0.0,0.0,6.9,7.0,0.0,30.173684210526314,"7.5g coffee grinds, 15g egg carton cardboard"
825,2024-07-23 15:20:00,137.0,1.0,0.0,5.245,23.0,15.0,29.78,"7.5g coffee grinds, 15g egg carton cardboard"
826,2024-07-23 15:20:00,117.8,0.0,0.0,7.3,13.8,5.8,29.8,"7.5g coffee grinds, 15g egg carton cardboard"
828,2024-07-23 15:20:00,104.0,0.0,0.0,6.9,7.0,0.0,30.105,"7.5g coffee grinds, 15g egg carton cardboard"
829,2024-07-23 15:30:00,137.0,1.0,0.0,5.2105263157894735,23.0,15.0,29.71052631578948,"7.5g coffee grinds, 15g egg carton cardboard"
830,2024-07-23 15:30:00,117.84210526315788,0.0,0.0,7.3,13.842105263157896,5.842105263157895,29.805263157894736,"7.5g coffee grinds, 15g egg carton cardboard"
832,2024-07-23 15:30:00,104.0,0.0,0.0,6.942105263157895,7.0,0.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
833,2024-07-23 15:40:00,137.0,1.0,0.0,5.215,23.0,15.0,29.7,"7.5g coffee grinds, 15g egg carton cardboard"
834,2024-07-23 15:40:00,117.85,0.0,0.0,7.3,13.85,5.85,29.8,"7.5g coffee grinds, 15g egg carton cardboard"
836,2024-07-23 15:40:00,104.0,0.0,0.0,6.959999999999999,7.0,0.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
837,2024-07-23 15:50:00,137.0,1.0,0.0,5.3,23.0,15.0,29.7,"7.5g coffee grinds, 15g egg carton cardboard"
838,2024-07-23 15:50:00,118.0,0.0,0.0,7.3,14.0,6.0,29.77368421052632,"7.5g coffee grinds, 15g egg carton cardboard"
840,2024-07-23 15:50:00,104.0,0.0,0.0,6.905263157894738,7.0,0.0,30.1,"7.5g coffee grinds, 15g egg carton cardboard"
841,2024-07-23 16:00:00,137.0,1.0,0.0,5.32,23.0,15.0,29.685,"7.5g coffee grinds, 15g egg carton cardboard"
842,2024-07-23 16:00:00,118.05,0.0,0.0,7.3,14.0,6.0,29.71,"7.5g coffee grinds, 15g egg carton cardboard"
844,2024-07-23 16:00:00,104.0,0.0,0.0,6.93,7.0,0.0,30.055,"7.5g coffee grinds, 15g egg carton cardboard"
845,2024-07-23 16:10:00,137.0,1.0,0.0,5.389473684210526,23.0,15.0,29.63157894736842,"7.5g coffee grinds, 15g egg carton cardboard"
846,2024-07-23 16:10:00,118.05263157894736,0.0,0.0,7.3,14.0,6.0,29.7,"7.5g coffee grinds, 15g egg carton cardboard"
848,2024-07-23 16:10:00,104.0,0.0,0.0,6.9,7.0,0.0,30.01052631578948,"7.5g coffee grinds, 15g egg carton cardboard"
849,2024-07-23 16:20:00,137.0,1.0,0.0,5.385,23.0,15.0,29.6,"7.5g coffee grinds, 15g egg carton cardboard"
850,2024-07-23 16:20:00,118.2,0.0,0.0,7.3,14.0,6.0,29.67,"7.5g coffee grinds, 15g egg carton cardboard"
852,2024-07-23 16:20:00,104.0,0.0,0.0,6.9,7.0,0.0,30.0,"7.5g coffee grinds, 15g egg carton cardboard"
853,2024-07-23 16:30:00,136.94736842105263,1.0,0.0,5.415789473684211,22.94736842105263,14.947368421052632,29.6,"7.5g coffee grinds, 15g egg carton cardboard"
854,2024-07-23 16:30:00,118.36842105263158,0.0,0.0,7.3,14.0,6.0,29.64210526315789,"7.5g coffee grinds, 15g egg carton cardboard"
856,2024-07-23 16:30:00,104.0,0.0,0.0,6.9,7.0,0.0,29.99473684210526,"7.5g coffee grinds, 15g egg carton cardboard"
857,2024-07-23 16:40:00,136.95,1.0,0.0,5.44,22.95,14.95,29.58,"7.5g coffee grinds, 15g egg carton cardboard"
858,2024-07-23 16:40:00,118.5,0.0,0.0,7.3,14.0,6.0,29.615,"7.5g coffee grinds, 15g egg carton cardboard"
