Timestamp,Number of Worms (non-counted),Phosphorous01,Phosphorous02,Nitrogen01,Nitrogen02,Potassium01,Potassium02,Light Intensity,Temp01,Hum01,Heat01,SoilM01,SoilM02,Grams of Compost Harvested,Buzzer (NIL)
"2 May 2024, 4:30 PM",20,147,43,35,30,119,118,31,28.5,75,51,1,1,,
"2 May 2024, 4:40 PM",20,145,44,35,31,123,119,31,28.5,76,52,1,1,,
"2 May 2024, 4:50 PM",20,147,44,36,31,122,123,30,28.5,76,52,1,1,,
"2 May 2024, 5:00 PM",20,145,44,35,31,122,120,32,28.5,78,53,1,1,,
"2 May 2024, 5:10 PM",20,146,45,33,33,122,123,32,28.5,78,53,1,1,,
"2 May 2024, 5:20 PM",20,147,45,33,32,122,118,32,28.5,76,52,1,1,,
"2 May 2024, 5:30 PM",20,145,44,34,32,120,122,32,28.5,77,53,1,1,,
"2 May 2024, 5:40 PM",20,146,43,35,32,123,106,31,28.5,77,53,1,1,,
"2 May 2024, 5:50 PM",20,150,43,35,32,118,118,31,28.5,29,20,1,1,,
"2 May 2024, 6:00 PM",20,153,43,35,34,121,120,32,28.5,80,55,1,1,,
"2 May 2024, 6:10 PM",20,152,44,35,40,118,121,32,28.5,82,56,1,1,,
"2 May 2024, 6:20 PM",20,152,42,36,41,123,121,33,28.5,83,57,1,1,,
"2 May 2024, 6:30 PM",20,150,42,36,42,121,123,28,28.5,83,57,1,1,,
"2 May 2024, 6:40 PM",20,150,41,36,42,121,119,27,28.5,82,56,1,1,,
"2 May 2024, 6:50 PM",20,152,43,37,42,120,123,27,28.5,82,56,1,1,,
"2 May 2024, 7:00 PM",20,152,43,37,42,118,121,25,27.9,81,57,1,1,,
"2 May 2024, 7:10 PM",20,151,43,37,42,118,119,25,28.0,80,56,1,1,,
"2 May 2024, 7:20 PM",20,152,44,36,43,119,118,25,27.9,80,56,1,1,,
"2 May 2024, 7:30 PM",20,150,44,44,41,119,118,25,27.7,80,56,1,1,,
"2 May 2024, 7:40 PM",20,152,45,44,42,121,120,26,28.0,81,56,1,1,,
"2 May 2024, 7:50 PM",20,152,46,43,44,119,125,26,28.0,81,56,1,1,,
"2 May 2024, 8:00 PM",20,152,47,43,44,118,121,26,28.0,82,57,1,1,,
"2 May 2024, 8:10 PM",20,152,47,43,46,121,121,24,27.4,82,58,1,1,,
"2 May 2024, 8:20 PM",20,152,47,44,45,123,124,24,27.4,81,58,1,1,,
"2 May 2024, 8:30 PM",20,151,47,45,46,120,124,22,27.4,80,57,1,1,,
"2 May 2024, 8:40 PM",20,152,48,45,45,120,123,21,27.4,81,58,1,1,,
"2 May 2024, 8:50 PM",20,150,48,43,46,118,120,22,27.4,81,58,1,1,,
"2 May 2024, 9:00 PM",20,153,46,43,48,120,121,6,27.6,82,58,1,1,,
"2 May 2024, 9:10 PM",20,152,50,42,49,120,118,6,27.6,83,59,1,1,,
"2 May 2024, 9:20 PM",20,150,55,46,49,119,118,5,27.7,83,58,1,1,,
"2 May 2024, 9:30 PM",20,153,54,46,46,120,124,6,27.1,84,60,1,1,,
"2 May 2024, 9:40 PM",20,151,54,46,46,122,118,7,27.0,84,61,1,1,,
"2 May 2024, 9:50 PM",20,151,56,50,47,118,120,7,27.0,85,61,1,1,,
"2 May 2024, 10:00 PM",20,151,57,51,47,123,124,7,27.3,85,61,1,1,,
"2 May 2024, 10:10 PM",20,151,55,51,48,121,125,8,27.2,85,61,1,1,,
"2 May 2024, 10:20 PM",20,152,57,50,48,118,124,8,27.2,86,62,1,1,,
"2 May 2024, 10:30 PM",20,153,59,49,50,119,118,8,27.0,83,60,1,1,,
"2 May 2024, 10:40 PM",20,150,59,48,56,122,118,7,27.1,83,60,1,1,,
"2 May 2024, 10:50 PM",20,153,60,48,57,120,120,7,27.2,83,60,1,1,,
"2 May 2024, 11:00 PM",20,153,63,48,57,122,121,6,27.0,83,60,1,1,,
"2 May 2024, 11:10 PM",20,152,64,46,59,119,120,6,27.3,84,60,1,1,,
"2 May 2024, 11:20 PM",20,153,64,49,59,118,125,6,27.7,82,58,1,1,,
